ME	event	geneName	geneID	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	lengthDiff	mes3	mes5	conservation	neural_high_pred
chr11_+_120593937_120593940	putative_microexon_001600621	GRIK4	ENSG00000149403	chr11	+	120511888	120593937	120593941	120660268	3	6.807370243922125	5.397415546429756	0.012327586235772904	0.0021153612
chr6_-_143434231_143434244	putative_microexon_000845667	ADAT2	ENSG00000189007	chr6	-	143434245	143438589	143433982	143434231	13	1.4153266420847712	8.39701401588071	0.07567403382153472	0.0033477016
chr17_+_82760417_82760422	putative_microexon_000252111	TBCD	ENSG00000141556	chr17	+	82756216	82760417	82760423	82763964	5	9.155470895680972	8.46099459345687	0.24998850622696095	0.029992525
chr7_+_33292582_33292587	putative_microexon_000254608	BBS9	ENSG00000122507	chr7	+	33273957	33292582	33292588	33336440	5	1.0525187671280802	6.597473066524099	0.24842528692023808	0.0005739215
chr2_+_232752314_232752318	putative_microexon_000901358	GIGYF2	ENSG00000204120	chr2	+	232747704	232752314	232752319	232787149	4	8.87615751919479	8.394912539714692	0.06787356338196102	0.00077882264
chr1_-_54405129_54405135	putative_microexon_000275153	SSBP3	ENSG00000157216	chr1	-	54405136	54413355	54404931	54405129	6	0.5875195906058478	9.647876939620994	0.23607471162833316	0.00577769
chr11_+_73882330_73882333	putative_microexon_000275948	PAAF1	ENSG00000175575	chr11	+	73878820	73882330	73882334	73887353	3	2.0512423061760727	9.009309850199777	0.2356436774669879	0.000795316
chr2_+_109797073_109797076	putative_microexon_000276095	RGPD5	ENSG00000015568	chr2	+	109794538	109797073	109797077	109803431	3	2.833954872838412	8.88432800376615	0.23557471179927902	0.0007904213
chr17_+_45137909_45137912	putative_microexon_000277982	ACBD4	ENSG00000181513	chr17	+	45137831	45137909	45137913	45137922	3	3.082466622263435	5.630566612446825	0.23448275878955877	0.0025863722
chr10_+_7901892_7901895	putative_microexon_000896493	TAF3	ENSG00000165632	chr10	+	7824561	7901892	7901896	7963919	3	1.2464643747198523	7.8441779914127805	0.06851149487426911	0.015042537
chr9_+_130728775_130728778	putative_microexon_000259010	ABL1	ENSG00000097007	chr9	+	130714456	130728775	130728779	130854066	3	6.292498522944855	7.6352338109199405	0.24571264407198726	0.0035068197
chr12_+_120471434_120471437	putative_microexon_000843432	DYNLL1	ENSG00000088986	chr12	+	120470105	120471434	120471438	120496415	3	0.024076502175669378	6.436990633260832	0.07600000014812311	0.0005361964
chrX_-_46514988_46514991	putative_microexon_000231635	ZNF674	ENSG00000251192	chrX	-	46514992	46528349	46501333	46514988	3	1.1623653266551188	5.85187665072888	0.26341379388374675	0.0006049818
chr6_+_326603_326617	putative_microexon_001366928	DUSP22	ENSG00000112679	chr6	+	291701	326603	326618	345853	14	7.077190100455048	5.990206571037276	0.024478021899115417	0.00039922947
chr19_-_5966113_5966118	putative_microexon_001617210	RANBP3	ENSG00000031823	chr19	-	5966119	5978060	5921322	5966113	5	2.815674671419405	8.68006700219329	0.011620689685263768	0.0029853967
chr10_+_49989522_49989546	putative_microexon_001617865	AGAP6	ENSG00000204149	chr10	+	49989377	49989522	49989547	49991675	24	9.210695805195252	10.858313101356437	0.011593749995881808	0.31019878
chr13_+_75568557_75568574	putative_microexon_000033346	UCHL3	ENSG00000118939	chr13	+	75567313	75568557	75568575	75569459	17	7.343735135293452	9.09183962324402	0.6189513512113056	0.12661517
chr2_-_162512199_162512223	putative_microexon_000033680	KCNH7	ENSG00000184611	chr2	-	162512224	162517729	162504658	162512199	24	5.809551409588161	5.8441327594468815	0.6169427094252266	0.0027158104
chr1_+_40223220_40223246	putative_microexon_000033868	RLF	ENSG00000117000	chr1	+	40222711	40223220	40223247	40231516	26	9.41903326857358	9.49082567084077	0.6158659781188915	0.06858582
chr3_-_125356968_125356976	putative_microexon_000635983	ZNF148	ENSG00000163848	chr3	-	125356977	125375101	125323445	125356968	8	4.027040249574341	8.626404483304944	0.11276704534314129	0.06751876
chr1_-_190439186_190439211	putative_microexon_000742780	BRINP3	ENSG00000162670	chr1	-	190439212	190454654	190281751	190439186	25	10.79281764774771	10.450581318137896	0.09220207241602686	0.012609925
chr12_-_98748865_98748868	putative_microexon_000675241	ANKS1B	ENSG00000185046	chr12	-	98748869	98751354	98735635	98748865	3	4.242085200962931	5.397415546429756	0.10470689776963715	0.00050832925
chr5_-_132929160_132929177	putative_microexon_000675432	AFF4	ENSG00000072364	chr5	-	132929178	132932177	132904405	132929160	17	9.093402738434639	6.991226153244384	0.10467027113647075	0.014425904
chr1_-_21008702_21008721	putative_microexon_000654971	EIF4G3	ENSG00000075151	chr1	-	21008722	21089137	21002809	21008702	19	3.4640695505832846	8.81899124055749	0.10879144353859306	0.046499927
chr3_-_75783453_75783474	putative_microexon_001634550	ZNF717	ENSG00000227124	chr3	-	75783475	75785383	75741737	75783453	21	6.984269424577563	9.428638747339246	0.0108941800007843	0.09230177
chr4_+_25162475_25162479	putative_microexon_000239899	PI4K2B	ENSG00000038210	chr4	+	25160754	25162475	25162480	25252320	4	4.4701410704266715	8.138003998683615	0.2578448276824971	0.00011505816
chr4_+_174303608_174303631	putative_microexon_000241135	CEP44	ENSG00000164118	chr4	+	174302187	174303608	174303632	174303702	23	9.478214302589825	8.066228573809568	0.25700000078900087	0.008463363
chr2_+_33245478_33245495	putative_microexon_000296440	LTBP1	ENSG00000049323	chr2	+	33243785	33245478	33245496	33252676	17	7.3213317980698385	10.155128271120882	0.224545946309494	0.47263855
chr14_+_32098539_32098542	putative_microexon_000297822	ARHGAP5	ENSG00000100852	chr14	+	32076658	32098539	32098543	32146262	3	0.4232081056525115	7.699789003294772	0.22382183978668596	5.889966e-05
chr8_+_70730037_70730040	putative_microexon_000298083	XKR9	ENSG00000221947	chr8	+	70707154	70730037	70730041	70733795	3	0.9575696751780617	5.084198641852662	0.22367241402188764	0.00031710372
chr5_+_7886703_7886726	putative_microexon_000193850	MTRR	ENSG00000124275	chr5	+	7885855	7886703	7886727	7889094	23	2.4506126176048393	8.626404483304944	0.2927120427591287	0.0014873714
chr3_+_121084149_121084165	putative_microexon_000196049	STXBP5L	ENSG00000145087	chr3	+	121045536	121084149	121084166	121114924	16	11.590846162962466	11.078494497844932	0.29092391353586444	0.13569735
chr2_+_71363342_71363349	putative_microexon_000828434	ZNF638	ENSG00000075292	chr2	+	71363192	71363342	71363350	71363953	7	3.987497177261377	5.193300872285758	0.0782399995864502	0.011038681
chr3_-_196404054_196404080	putative_microexon_000830460	UBXN7	ENSG00000163960	chr3	-	196404081	196432326	196372043	196404054	26	10.798190917609086	8.46099459345687	0.07793298979246624	0.043215923
chr12_+_65845295_65845313	putative_microexon_000806647	HMGA2	ENSG00000149948	chr12	+	65838570	65845295	65845314	65951382	18	3.5463126452378844	5.5904099433560175	0.0816021507207845	7.27271e-05
chr18_-_49315360_49315363	putative_microexon_000293033	DYM	ENSG00000141627	chr18	-	49315364	49391592	49286614	49315360	3	1.1067981758468628	7.851326351124822	0.2263160921665358	0.0004562918
chr17_+_32153514_32153518	putative_microexon_000293151	RHOT1	ENSG00000126858	chr17	+	32142730	32153514	32153519	32171046	4	2.6375067834382078	9.081822293782887	0.22625862045117237	0.00019355227
chr1_+_107235092_107235097	putative_microexon_000293448	NTNG1	ENSG00000162631	chr1	+	107148840	107235092	107235098	107324281	5	2.4530477069487775	7.274418072347944	0.226097700788222	0.00012585692
chr10_+_91830083_91830094	putative_microexon_001411467	TNKS2	ENSG00000107854	chr10	+	91828407	91830083	91830095	91830922	11	0.48421590969933737	8.734326844723375	0.021798882803843258	0.004709096
chr9_-_75027034_75027052	putative_microexon_000658178	CARNMT1	ENSG00000156017	chr9	-	75027053	75028011	75017449	75027034	18	4.5105579128539945	5.556995418098153	0.10812903243750434	0.0020401992
chr17_+_30498905_30498909	putative_microexon_000658276	GOSR1	ENSG00000108587	chr17	+	30492754	30498905	30498910	30519938	4	1.4541491536299334	8.108748723087778	0.10810919582372767	0.00044722567
chr7_+_7646523_7646526	putative_microexon_000680762	UMAD1	ENSG00000219545	chr7	+	7640822	7646523	7646527	7673321	3	0.015214018606196027	5.581833993067215	0.10363218354612547	0.0040288256
chr1_-_196475540_196475543	putative_microexon_000681548	KCNT2	ENSG00000162687	chr1	-	196475544	196479178	196469069	196475540	3	8.208765036487248	7.130725493882953	0.10348275870194487	0.00052632653
chr7_-_38880044_38880049	putative_microexon_000682842	VPS41	ENSG00000006715	chr7	-	38880050	38932277	38869254	38880044	5	4.518923754860071	9.239162281320693	0.10322413857940627	0.00024708817
chr6_+_46673031_46673036	putative_microexon_000778321	SLC25A27	ENSG00000153291	chr6	+	46668794	46673031	46673037	46676646	5	1.964602467713334	8.88432800376615	0.08611494278663705	0.0006968626
chr8_-_124499076_124499080	putative_microexon_000780437	TATDN1	ENSG00000147687	chr8	-	124499081	124504274	124495543	124499076	4	0.42925000704146776	7.233014019571879	0.08576436835640891	0.00010416187
chr5_-_112343378_112343381	putative_microexon_000627428	EPB41L4A	ENSG00000129595	chr5	-	112343382	112418940	112307491	112343378	3	3.659993030258179	10.645794460185435	0.11460919585547293	0.011148433
chr11_+_87173148_87173167	putative_microexon_000650057	TMEM135	ENSG00000166575	chr11	+	87038092	87173148	87173168	87295781	19	9.315836756693313	8.623184449984832	0.10980748643857094	0.0128071355
chr8_-_40554875_40554879	putative_microexon_000651280	ZMAT4	ENSG00000165061	chr8	-	40554880	40581164	40532239	40554875	4	1.52088040719373	6.643067266291601	0.10955172407858331	0.00018292284
chr19_-_23266672_23266680	putative_microexon_000672554	AC092329.3	ENSG00000283201	chr19	-	23266681	23270217	23261745	23266672	8	2.489997271615144	6.524653263896188	0.1052272732525704	9.991194e-05
chr8_-_18776471_18776474	putative_microexon_001565923	PSD3	ENSG00000156011	chr8	-	18776475	18799294	18765538	18776471	3	1.626321990571729	7.130725493882953	0.013867816150498887	8.512818e-05
chr4_-_2007634_2007638	putative_microexon_001574474	NELFA	ENSG00000185049	chr4	-	2007639	2017664	1989870	2007634	4	3.3622221677580204	7.457057156290918	0.01348275869439795	0.043281775
chr1_+_17574025_17574029	putative_microexon_001576094	ARHGEF10L	ENSG00000074964	chr1	+	17539951	17574025	17574030	17580552	4	3.449197145552658	8.98848341517316	0.013408046145522004	0.001108359
chr9_-_23819951_23819954	putative_microexon_001631444	ELAVL2	ENSG00000107105	chr9	-	23819955	23825805	23762247	23819951	3	2.869582974743831	6.362850039942325	0.011022988514808789	0.00025606184
chr5_+_116128975_116128980	putative_microexon_001466956	COMMD10	ENSG00000145781	chr5	+	116092696	116128975	116128981	116291516	5	1.1835507733884312	9.1577319256299	0.018741379342785896	0.00081914687
chr1_+_81940357_81940360	putative_microexon_000350647	ADGRL2	ENSG00000117114	chr1	+	81936838	81940357	81940361	81942968	3	2.263975809302322	7.457458132763099	0.19862068944808695	0.004705663
chr1_-_156326702_156326705	putative_microexon_000350817	CCT3	ENSG00000163468	chr1	-	156326706	156333546	156325087	156326702	3	4.517584043828636	5.828538863809015	0.19855172428016113	0.00076994166
chr6_+_33449297_33449300	putative_microexon_000351103	SYNGAP1	ENSG00000197283	chr6	+	33447933	33449297	33449301	33451759	3	2.8688065204910993	10.280213342634111	0.1984310344439642	0.0037533913
chr2_+_44382206_44382222	putative_microexon_000352918	CAMKMT	ENSG00000143919	chr2	+	44372889	44382206	44382223	44390240	16	1.5870595198245179	7.0006176073035995	0.19761956532728736	8.9568995e-05
chr1_+_46307897_46307900	putative_microexon_000298820	UQCRH	ENSG00000173660	chr1	+	46303821	46307897	46307901	46309100	3	0.5476597381213106	6.350638640243284	0.22329885092290952	0.00012893001
chr10_-_22647854_22647876	putative_microexon_000299658	PIP4K2A	ENSG00000150867	chr10	-	22647877	22714182	22609718	22647854	22	10.117000852429356	10.125612542760937	0.22285789389739205	0.04504224
chrX_+_17022875_17022878	putative_microexon_000243940	REPS2	ENSG00000169891	chrX	+	17022272	17022875	17022879	17025061	3	4.1752570842780505	5.630566612446825	0.25516092011788005	0.0041032326
chr4_+_99030348_99030351	putative_microexon_000838040	METAP1	ENSG00000164024	chr4	+	99028919	99030348	99030352	99034229	3	0.32034004651052217	5.883354869464593	0.07679885023155775	0.00079027744
chr21_-_37068887_37068891	putative_microexon_000834111	PIGP	ENSG00000185808	chr21	-	37068892	37069551	37067381	37068887	4	2.3871983150768554	9.815130568455933	0.07739655185830725	0.0002853631
chr1_+_164759112_164759119	putative_microexon_001566894	PBX1	ENSG00000185630	chr1	+	164563312	164759112	164759120	164792493	7	5.408378642864474	5.871567630683042	0.013822857176086733	0.006225725
chr15_+_44300530_44300552	putative_microexon_000644068	CASC4	ENSG00000166734	chr15	+	44289357	44300530	44300553	44328684	22	1.1613570091715733	8.375679825370613	0.11104736868966077	0.00024326464
chr15_-_77361314_77361338	putative_microexon_000645748	PEAK1	ENSG00000173517	chr15	-	77361339	77365162	77182041	77361314	24	0.30628766874999286	9.801805753586658	0.11068229147773916	0.0003795354
chr15_-_59351993_59351996	putative_microexon_000646965	MYO1E	ENSG00000157483	chr15	-	59351997	59372497	59272450	59351993	3	2.1815107167820056	6.646370265199091	0.11043103463779172	0.00029981494
chr3_+_188335181_188335202	putative_microexon_000621067	LPP	ENSG00000145012	chr3	+	188153364	188335181	188335203	188406111	21	2.4915802517922248	9.787718441202394	0.11598941827224932	0.0003777038
